5,50,50,50,50,50,50,5
-0.301079,-0.301079,-1.31083,-1.31083,0.0714218,0.0714218,0.388673,0.388673,-0.515941,-0.515941,0.013571,0.013571,-1.46286,-1.46286,0.704805,0.704805,0.100244,0.100244,0.0278579,0.0278579,0.0738505,0.0738505,-0.109746,-0.109746,0.789233,0.789233,0.30223,0.30223,-0.0989571,-0.0989571,0.170467,0.170467,0.11088,0.11088,0.133892,0.133892,-1.02107,-1.02107,-0.967825,-0.967825,-0.14888,-0.14888,-0.0115801,-0.0115801,0.0250286,0.0250286,-0.297516,-0.297516,0.03857,0.03857,-0.0358077,-0.0358077,0.703186,0.703186,0.235562,0.235562,-1.33642,-1.33642,0.0698052,0.0698052,0.0125417,0.0125417,-0.0290876,-0.0290876,-0.164131,-0.164131,0.680779,0.680779,1.2003,1.2003,-0.707789,-0.707789,-0.0249945,-0.0249945,-0.705645,-0.705645,-0.894631,-0.894631,0.035955,0.035955,-0.22592,-0.22592,0.515149,0.515149,-0.0602798,-0.0602798,-0.15529,-0.15529,0.229829,0.229829,-1.35139,-1.35139,-1.39487,-1.39487,0.00638939,0.00638939,-0.242226,-0.242226,-1.49672,-1.49672
0.00725774,0.00725774,0.0687557,0.0687557,1.48561,1.48561,0.784099,0.784099,0.019552,0.019552,0.00164055,0.00164055,-0.0941357,-0.0941357,0.0259296,0.0259296,1.22771,1.22771,2.94574,2.94574,1.85358,1.85358,0.561456,0.561456,0.0123777,0.0123777,0.392775,0.392775,-0.0763597,-0.0763597,-0.218941,-0.218941,-0.0177367,-0.0177367,-1.04845,-1.04845,0.103877,0.103877,0.0641634,0.0641634,-0.299595,-0.299595,-0.220263,-0.220263,-0.261556,-0.261556,-0.0989613,-0.0989613,-0.256421,-0.256421,0.904868,0.904868,-0.0194179,-0.0194179,-0.539456,-0.539456,-0.206763,-0.206763,-2.33154,-2.33154,-0.0729339,-0.0729339,0.396414,0.396414,0.0335828,0.0335828,0.0204815,0.0204815,0.0008312,0.0008312,0.119533,0.119533,0.0834114,0.0834114,-0.164329,-0.164329,0.103083,0.103083,-2.39206,-2.39206,-0.0784582,-0.0784582,2.64767,2.64767,0.321547,0.321547,-0.0511032,-0.0511032,1.24026,1.24026,0.0279268,0.0279268,0.0293801,0.0293801,0.0179157,0.0179157,0.112664,0.112664,-0.00686305,-0.00686305
-0.00439164,-0.00439164,0.241783,0.241783,0.220024,0.220024,-0.784106,-0.784106,0.00576849,0.00576849,0.0277127,0.0277127,0.00983657,0.00983657,-0.335104,-0.335104,0.450233,0.450233,0.0912826,0.0912826,-1.80509,-1.80509,-1.7965,-1.7965,-0.00361748,-0.00361748,-0.150209,-0.150209,-0.0392172,-0.0392172,1.47623,1.47623,-0.036738,-0.036738,1.05501,1.05501,-0.198238,-0.198238,-0.188481,-0.188481,-0.386556,-0.386556,0.217631,0.217631,0.0155492,0.0155492,-1.17321,-1.17321,0.404428,0.404428,0.136316,0.136316,0.0973792,0.0973792,0.759946,0.759946,0.184488,0.184488,0.154262,0.154262,-2.31881,-2.31881,-0.603127,-0.603127,0.00306034,0.00306034,0.0442107,0.0442107,0.000697787,0.000697787,0.0657991,0.0657991,1.75039,1.75039,-0.508948,-0.508948,0.710414,0.710414,-0.0693274,-0.0693274,0.448388,0.448388,-0.327637,-0.327637,-0.502422,-0.502422,0.0220451,0.0220451,-0.043752,-0.043752,0.000668081,0.000668081,0.100712,0.100712,-0.118366,-0.118366,-0.406198,-0.406198,2.6021e-05,2.6021e-05
-1.12522,-1.12522,-0.184057,-0.184057,0.388434,0.388434,-0.36914,-0.36914,0.230195,0.230195,-0.415269,-0.415269,-0.0103982,-0.0103982,-0.0751536,-0.0751536,0.328218,0.328218,0.100406,0.100406,0.153609,0.153609,0.0663643,0.0663643,0.169298,0.169298,0.283386,0.283386,-0.310129,-0.310129,-0.0324631,-0.0324631,-0.00909972,-0.00909972,-0.110673,-0.110673,0.00610042,0.00610042,-0.176578,-0.176578,0.0277971,0.0277971,-0.619299,-0.619299,-0.217045,-0.217045,0.0522219,0.0522219,-0.208993,-0.208993,-0.312208,-0.312208,0.520527,0.520527,0.248656,0.248656,0.0187328,0.0187328,0.41183,0.41183,0.0165184,0.0165184,-0.0428259,-0.0428259,0.231255,0.231255,-1.12076,-1.12076,0.000939409,0.000939409,0.0162331,0.0162331,0.0539895,0.0539895,-0.234452,-0.234452,-0.478592,-0.478592,0.25075,0.25075,0.355661,0.355661,-0.049546,-0.049546,-0.547661,-0.547661,-0.64281,-0.64281,0.404319,0.404319,-0.000734048,-0.000734048,0.0146479,0.0146479,-0.473695,-0.473695,0.237509,0.237509,0.00165608,0.00165608
-0.353854,-0.353854,-0.264582,-0.264582,-0.125734,-0.125734,0.262025,0.262025,-0.443925,-0.443925,-0.424992,-0.424992,0.00563295,0.00563295,-0.127461,-0.127461,-0.193246,-0.193246,-0.576185,-0.576185,-0.035217,-0.035217,-0.474836,-0.474836,-0.274466,-0.274466,0.447931,0.447931,-2.23235,-2.23235,0.334785,0.334785,0.832955,0.832955,0.0625628,0.0625628,0.028998,0.028998,-0.148612,-0.148612,-0.153756,-0.153756,-0.0556784,-0.0556784,0.053134,0.053134,0.0514626,0.0514626,0.112694,0.112694,0.0862492,0.0862492,-1.07892,-1.07892,-1.47606,-1.47606,-0.00946163,-0.00946163,-0.883202,-0.883202,0.000115818,0.000115818,0.0925298,0.0925298,0.204062,0.204062,0.787308,0.787308,-0.00116071,-0.00116071,0.0510324,0.0510324,-0.00328275,-0.00328275,0.164347,0.164347,0.20734,0.20734,0.107079,0.107079,-0.63523,-0.63523,0.0902517,0.0902517,-0.0430457,-0.0430457,0.686128,0.686128,-0.880074,-0.880074,0.0170537,0.0170537,-0.0522642,-0.0522642,-0.00953516,-0.00953516,-0.46473,-0.46473,-0.00199119,-0.00199119
0.129819,0.129819,0.00512017,0.00512017,0.594204,0.594204,0.17743,0.17743,0.417974,0.417974,-1.54757,-1.54757,0.551634,0.551634,-0.0865182,-0.0865182,-0.417102,-0.417102,0.399121,0.399121,0.160461,0.160461,0.000139329,0.000139329,-0.868026,-0.868026,0.970549,0.970549,-0.373237,-0.373237,-0.155986,-0.155986,0.831904,0.831904,0.0244671,0.0244671,-0.016737,-0.016737,-0.00442804,-0.00442804,0.430471,0.430471,-0.0236101,-0.0236101,2.10668,2.10668,-0.725015,-0.725015,-0.344963,-0.344963,0.0271475,0.0271475,0.0383008,0.0383008,-0.0372653,-0.0372653,0.160092,0.160092,0.0201692,0.0201692,1.97112,1.97112,1.03853,1.03853,0.298704,0.298704,-0.00697017,-0.00697017,0.0487481,0.0487481,0.362137,0.362137,0.136861,0.136861,-0.239703,-0.239703,-0.885075,-0.885075,1.03444,1.03444,1.47129,1.47129,1.55112,1.55112,0.334963,0.334963,-0.969203,-0.969203,-0.0473329,-0.0473329,0.58354,0.58354,0.0793606,0.0793606,-0.782453,-0.782453,0.00902343,0.00902343,-0.0528368,-0.0528368
-0.0580284,-0.0580284,-0.00110336,-0.00110336,-0.026655,-0.026655,0.089477,0.089477,-0.143455,-0.143455,-0.703679,-0.703679,0.0637514,0.0637514,0.360721,0.360721,-0.284545,-0.284545,-0.0949026,-0.0949026,0.0496878,0.0496878,-0.00463023,-0.00463023,0.801488,0.801488,0.756138,0.756138,-0.0103196,-0.0103196,-0.340562,-0.340562,0.164802,0.164802,-0.0615115,-0.0615115,-0.242532,-0.242532,0.0132504,0.0132504,-0.820681,-0.820681,0.00809726,0.00809726,-0.0330466,-0.0330466,-0.350802,-0.350802,-0.275055,-0.275055,-0.325597,-0.325597,-0.292447,-0.292447,0.22091,0.22091,0.066917,0.066917,0.0199289,0.0199289,-0.476042,-0.476042,-0.0827173,-0.0827173,-0.091223,-0.091223,-0.0359738,-0.0359738,0.275821,0.275821,0.375778,0.375778,-0.443324,-0.443324,-0.101124,-0.101124,-0.318981,-0.318981,-0.707309,-0.707309,-0.46932,-0.46932,0.907644,0.907644,0.289999,0.289999,0.299021,0.299021,-0.0213698,-0.0213698,-0.36421,-0.36421,0.756525,0.756525,-0.241908,-0.241908,0.00635194,0.00635194,-0.0133324,-0.0133324
-0.152566,-0.152566,0.00939503,0.00939503,0.0637765,0.0637765,-0.650104,-0.650104,0.683203,0.683203,1.32001,1.32001,-0.12835,-0.12835,-0.544775,-0.544775,0.0380866,0.0380866,-0.253039,-0.253039,0.71284,0.71284,-0.0250259,-0.0250259,-0.333255,-0.333255,0.272941,0.272941,0.256782,0.256782,-0.156239,-0.156239,-0.158368,-0.158368,0.2751,0.2751,0.364164,0.364164,-0.0152629,-0.0152629,-0.190443,-0.190443,-0.0728363,-0.0728363,0.76122,0.76122,-0.308716,-0.308716,0.20908,0.20908,0.836829,0.836829,-0.203202,-0.203202,-0.0848828,-0.0848828,0.0459853,0.0459853,0.0258962,0.0258962,0.285677,0.285677,-0.0504014,-0.0504014,0.334675,0.334675,-0.0314895,-0.0314895,-0.304292,-0.304292,1.03943,1.03943,0.0636723,0.0636723,0.206844,0.206844,-0.2134,-0.2134,-0.156646,-0.156646,-0.0819455,-0.0819455,-0.284479,-0.284479,0.617714,0.617714,-1.01305,-1.01305,0.0138164,0.0138164,-0.28609,-0.28609,-0.273831,-0.273831,0.489891,0.489891,0.00478383,0.00478383,0.021201,0.021201
0.327144,0.327144,-0.0338519,-0.0338519,-0.670104,-0.670104,-0.954806,-0.954806,0.517453,0.517453,-0.304147,-0.304147,-0.421516,-0.421516,-1.19204,-1.19204,0.832465,0.832465,-0.951701,-0.951701,1.05517,1.05517,-0.0364269,-0.0364269,0.226177,0.226177,-0.520452,-0.520452,0.361552,0.361552,-0.0252468,-0.0252468,-0.397273,-0.397273,-0.691775,-0.691775,-0.00553864,-0.00553864,0.00022632,0.00022632,1.22717,1.22717,-0.0355577,-0.0355577,-0.317764,-0.317764,0.118974,0.118974,0.0773309,0.0773309,0.467289,0.467289,0.155836,0.155836,0.145628,0.145628,-0.0849346,-0.0849346,-0.0595535,-0.0595535,0.212935,0.212935,-0.778083,-0.778083,0.257441,0.257441,0.00135273,0.00135273,0.106985,0.106985,-0.161337,-0.161337,0.137829,0.137829,0.299837,0.299837,0.193414,0.193414,0.549728,0.549728,0.529083,0.529083,0.150339,0.150339,-0.257778,-0.257778,-1.10769,-1.10769,-0.0483787,-0.0483787,0.518272,0.518272,-0.269835,-0.269835,-0.492814,-0.492814,-0.00851826,-0.00851826,0.0135565,0.0135565
-0.11292,-0.11292,-0.0409525,-0.0409525,-0.525694,-0.525694,-0.276378,-0.276378,0.325327,0.325327,0.249731,0.249731,0.202326,0.202326,-0.313154,-0.313154,0.0260167,0.0260167,0.0961163,0.0961163,0.117124,0.117124,-0.0246343,-0.0246343,-0.143308,-0.143308,-0.406845,-0.406845,0.146869,0.146869,0.457838,0.457838,0.0438715,0.0438715,1.29818,1.29818,-0.749229,-0.749229,-0.0351503,-0.0351503,0.323214,0.323214,-0.00533671,-0.00533671,-0.240637,-0.240637,-0.0892426,-0.0892426,-0.300157,-0.300157,-0.894452,-0.894452,0.373482,0.373482,-0.0187844,-0.0187844,-0.0214695,-0.0214695,-0.0394995,-0.0394995,-0.121219,-0.121219,1.00817,1.00817,-0.606102,-0.606102,-0.0319449,-0.0319449,-0.346178,-0.346178,-0.990237,-0.990237,0.460066,0.460066,0.316208,0.316208,0.868385,0.868385,0.217207,0.217207,-1.73648,-1.73648,-0.594911,-0.594911,-0.166024,-0.166024,0.584631,0.584631,-0.00916605,-0.00916605,-0.0747646,-0.0747646,0.246741,0.246741,-0.422988,-0.422988,0.0108555,0.0108555,-0.0260617,-0.0260617
